,Aged Care,Postcode,Nearest Hospital,Type,Hopsital Address,Distance (miles)
226,Mooroolbark Aged Persons Mental Health Residential Care Facility,3138,Marie Stopes International Maroondah,Private,415 Dorset Road Maroondah VIC 3136,1.82
226,Mooroolbark Aged Persons Mental Health Residential Care Facility,3138,Yarra Ranges Health,Public,25 Market Street Lilydale VIC 3140,3.17
95,Moran Roxburgh Park,3064,Craigieburn Health Service,Public,274-304 Craigieburn Road Craigieburn VIC 3064,1.78
95,Moran Roxburgh Park,3064,Epping Radiation Oncology Centre,Private,230 Cooper Street Whittlesea VIC 3076,4.51
596,Morrie Evans Wing Nursing Home,3672,Wangaratta Private Hospital,Private,134-150 Templeton Street Wangaratta VIC 3677,22.71
596,Morrie Evans Wing Nursing Home,3672,Benalla Health,Public,47-63 Coster Street Benalla VIC 3672,0.17
423,Mount View Aged Care Facility,3264,Terang and Mortlake Health Service (Terang),Public,13 Austin Avenue Terang VIC 3264,0.02
423,Mount View Aged Care Facility,3264,St John of God Warrnambool Hospital,Private,136 Botanic Road Warrnambool VIC 3280,24.74
432,Moyne Health Services-Belfast House,3284,South West Regional Cancer Centre,Private,26 Ryot Street Warrnambool VIC 3280,12.99
432,Moyne Health Services-Belfast House,3284,Moyne Health Services (Port Fairy),Public,32 Villiers Street Villiers VIC 3284,0.42
433,Moyne Health Services-Moyneyana House,3284,Moyne Health Services (Port Fairy),Public,32 Villiers Street Villiers VIC 3284,0.1
433,Moyne Health Services-Moyneyana House,3284,South West Regional Cancer Centre,Private,26 Ryot Street Warrnambool VIC 3280,13.45
570,Moyola Lodge Hostel,3616,Shepparton Private Hospital,Private,20 Fitzgerald Street Fitzgerald VIC 3630,11.65
570,Moyola Lodge Hostel,3616,Tatura Public Hospital,Public,64-68 Park Street Tatura VIC 3616,0.08
462,Mt Clear,3350,St John of God Ballarat Hospital,Private,101 Drummond Street Ballarat VIC 3350,3.1
462,Mt Clear,3350,"Queen Elizabeth Centre, The (Ballarat QEC)",Public,102 Ascot Street Ascot VIC 3350,2.69
618,Myrtleford Lodge Aged Care,3737,Alpine Health (Myrtleford),Public,30-32 Odonnell Avenue Myrtleford VIC 3737,0.48
618,Myrtleford Lodge Aged Care,3737,Wangaratta Private Hospital,Private,134-150 Templeton Street Wangaratta VIC 3677,26.93
379,Napier Street Aged Care Services,3205,The Alfred,Public,55 Commercial Road Melbourne VIC 3004,1.24
379,Napier Street Aged Care Services,3205,Albert Road Clinic,Private,31-33 Albert Road Albert VIC 3004,0.52
659,Narracan Gardens Aged Care Facility,3825,Latrobe Regional Hospital,Public,10 Village Avenue Traralgon VIC 3844,11.03
659,Narracan Gardens Aged Care Facility,3825,Maryvale Private Hospital,Private,286 Maryvale Road Latrobe VIC 3840,8.21
492,Natimuk BNH-Nursing Home Annexe,3409,Wimmera Base Hospital (Horsham),Public,83 Baillie Street Horsham VIC 3400,15.27
492,Natimuk BNH-Nursing Home Annexe,3409,St John of God Warrnambool Hospital,Private,136 Botanic Road Warrnambool VIC 3280,116.02
467,Nazareth House Ballarat,3350,Ballarat Hospital,Public,1 Drummond Street Drummond VIC 3350,0.33
467,Nazareth House Ballarat,3350,St John of God Ballarat Hospital,Private,101 Drummond Street Ballarat VIC 3350,0.26
189,Nazareth House Camberwell,3124,O'Connell Family Centre,Public,6 Katamatite-nathalia Road Canterbury VIC 3126,2.19
189,Nazareth House Camberwell,3124,Linley Clinic,Private,25 Bryson Street Boroondara VIC 3126,0.94
245,Nellie Melba Retirement Village,3150,The Victorian Rehabilitation Centre,Private,499 Springvale Road Monash VIC 3150,0.49
245,Nellie Melba Retirement Village,3150,Monash Medical Centre (Clayton),Public,246 Clayton Road Clayton VIC 3168,2.58
158,Newmans on the Park Aged Care,3106,Manningham Day Procedure Centre,Private,503/200 High Street Manningham VIC 3107,2.35
158,Newmans on the Park Aged Care,3106,Box Hill Hospital,Public,8 Arnold Street Arnold VIC 3128,4.51
308,Noble Gardens Residential Aged Care,3174,"Queen Elizabeth Centre, The",Public,37-53 Thomas Street Thomas VIC 3174,0.08
308,Noble Gardens Residential Aged Care,3174,Noble Park Endoscopy Centre,Private,1304 Heatherton Road Heatherton VIC 3174,0.71
313,Noble Manor Residential Aged Care,3174,Noble Park Endoscopy Centre,Private,1304 Heatherton Road Heatherton VIC 3174,0.87
313,Noble Manor Residential Aged Care,3174,"Queen Elizabeth Centre, The",Public,37-53 Thomas Street Thomas VIC 3174,0.4
65,North Western District Private Nursing Home,3043,Keilor Private,Private,12A Kennedy Street Brimbank VIC 3036,3.65
65,North Western District Private Nursing Home,3043,Broadmeadows Health Service,Public,35-57 Johnstone Street Jacana VIC 3047,1.37
88,Northern Gardens Aged Care,3056,Royal Melbourne Hospital (Royal Park Campus),Public,34-56 Poplar Road Parkville VIC 3052,1.76
88,Northern Gardens Aged Care,3056,John Fawkner Private Hospital,Private,275 Moreland Road Moreland VIC 3058,0.32
253,Northside Aged Persons Mental Health Residential Care Facility,3151,Bellbird Private Hospital,Private,198 Canterbury Road Whitehorse VIC 3130,1.37
253,Northside Aged Persons Mental Health Residential Care Facility,3151,"Peter James Centre, The",Public,321-345 Burwood Highway Burwood VIC 3131,0.67
585,Numurkah Pioneers Memorial Lodge,3636,Shepparton Private Hospital,Private,20 Fitzgerald Street Fitzgerald VIC 3630,18.03
585,Numurkah Pioneers Memorial Lodge,3636,Numurkah District Health Service,Public,2 Katamatite-nathalia Road Numurkah VIC 3636,0.06
685,"ORH -Residential Aged Care - Waratah Lodge (high care), Lochiel House (low care), respite care & TCP",3888,Orbost Regional Health,Public,104 Boundary Road Orbost VIC 3888,0.05
685,"ORH -Residential Aged Care - Waratah Lodge (high care), Lochiel House (low care), respite care & TCP",3888,Heyfield Hospital Incorporated,Private,14-16 Licola Road Wellington VIC 3858,93.89
289,Oaklea Hall Aged Care,3166,,Private,,
289,Oaklea Hall Aged Care,3166,,Public,,
526,Oasis Aged Care,3498,Mildura Base Hospital,Private,216-240 Ontario Avenue Mildura VIC 3500,3.83
526,Oasis Aged Care,3498,Mildura Base Hospital,Public,216-240 Ontario Avenue Mildura VIC 3500,3.83
411,Ocean Mist Aged Care,3228,Epworth Geelong,Private,1 Epworth Place Epworth VIC 3216,8.68
411,Ocean Mist Aged Care,3228,University Hospital Geelong,Public,272-322 Ryrie Street Geelong VIC 3220,12.62
213,Olivet Care,3134,Maroondah Hospital,Public,1-15 Davey Drive Davey VIC 3135,0.86
213,Olivet Care,3134,Ringwood Radiation Oncology Centre,Private,36 Frankston-flinders Road Maroondah VIC 3135,0.34
686,Omeo District Health,3898,Omeo District Health,Public,10 Easton Street Omeo VIC 3898,0.08
686,Omeo District Health,3898,Heyfield Hospital Incorporated,Private,14-16 Licola Road Wellington VIC 3858,75.21
683,Opal Bairnsdale,3875,Bairnsdale Regional Health Service,Public,122 Day Street Bairnsdale VIC 3875,0.78
683,Opal Bairnsdale,3875,Heyfield Hospital Incorporated,Private,14-16 Licola Road Wellington VIC 3858,45.44
705,Opal By The Bay,3934,The Mornington Centre,Public,24 Separation Street Mornington VIC 3931,1.73
705,Opal By The Bay,3934,Mornington Endoscopy,Private,350 Main Street Main VIC 3931,1.81
428,Opal Gillin Park,3280,South West Healthcare (Warrnambool),Public,25 Ryot Street Warrnambool VIC 3280,3.02
428,Opal Gillin Park,3280,St John of God Warrnambool Hospital,Private,136 Botanic Road Warrnambool VIC 3280,2.85
212,Opal Gracedale,3134,Maroondah Hospital,Public,1-15 Davey Drive Davey VIC 3135,1.23
212,Opal Gracedale,3134,Ringwood Radiation Oncology Centre,Private,36 Frankston-flinders Road Maroondah VIC 3135,0.89
30,Opal Hobsons Bay,3025,Altona Endoscopy Centre,Private,3-5 Sargood Street Sargood VIC 3018,2.67
30,Opal Hobsons Bay,3025,Tweddle Child and Family Health Service,Public,49-71 Adelaide Street Footscray VIC 3011,3.54
687,Opal Lakeview,3909,Heyfield Hospital Incorporated,Private,14-16 Licola Road Wellington VIC 3858,66.52
687,Opal Lakeview,3909,Bairnsdale Regional Health Service,Public,122 Day Street Bairnsdale VIC 3875,21.23
120,Opal Meadowglen,3076,Epping Radiation Oncology Centre,Private,230 Cooper Street Whittlesea VIC 3076,1.25
120,Opal Meadowglen,3076,The Northern Hospital,Public,185 Cooper Street Epping VIC 3076,1.02
684,Opal Paynesville,3880,Heyfield Hospital Incorporated,Private,14-16 Licola Road Wellington VIC 3858,51.72
684,Opal Paynesville,3880,Bairnsdale Regional Health Service,Public,122 Day Street Bairnsdale VIC 3875,8.27
77,Opal Roxburgh,3048,Broadmeadows Health Service,Public,35-57 Johnstone Street Jacana VIC 3047,2.41
77,Opal Roxburgh,3048,Epping Radiation Oncology Centre,Private,230 Cooper Street Whittlesea VIC 3076,5.13
675,Opal Sale,3850,,Public,,
675,Opal Sale,3850,,Private,,
258,Opal Salford Park,3152,Knox Private Hospital,Private,262 Mountain Highway Knox VIC 3152,0.43
258,Opal Salford Park,3152,Wantirna Health,Public,251 Mountain Highway Wantirna VIC 3152,0.49
732,Opal Seahaven,3996,Neerim District Health Service,Private,29-39 Church Road Church VIC 3831,44.03
732,Opal Seahaven,3996,Bass Coast Health,Public,235 Graham Street Wonthaggi VIC 3995,7.52
689,Opal Somerville,3912,Golf Links Road Rehabilitation Centre,Public,125 Market Road Frankston VIC 3199,3.63
689,Opal Somerville,3912,Peninsula Private Hospital,Private,525 Mcclelland Drive Frankston VIC 3910,4.51
396,Opal South Valley,3216,Epworth Geelong,Private,1 Epworth Place Epworth VIC 3216,1.13
396,Opal South Valley,3216,University Hospital Geelong,Public,272-322 Ryrie Street Geelong VIC 3220,3.34
429,Opal Warrnambool,3280,St John of God Warrnambool Hospital,Private,136 Botanic Road Warrnambool VIC 3280,2.39
429,Opal Warrnambool,3280,South West Healthcare (Warrnambool),Public,25 Ryot Street Warrnambool VIC 3280,2.6
75,Ottoman Village Aged Care,3047,Dorset Rehabilitation Centre,Private,146 Derby Street Moreland VIC 3044,3.41
75,Ottoman Village Aged Care,3047,Broadmeadows Health Service,Public,35-57 Johnstone Street Jacana VIC 3047,0.65
589,Ottrey Lodge,3644,Cobram District Health,Public,24-32 Broadway Street Cobram VIC 3644,0.49
589,Ottrey Lodge,3644,Shepparton Private Hospital,Private,20 Fitzgerald Street Fitzgerald VIC 3630,33.47
316,Outlook Gardens Aged Care,3175,The Valley Private Hospital,Private,535-559 Police Road Monash VIC 3170,0.35
316,Outlook Gardens Aged Care,3175,Dandenong Hospital,Public,135 David Street Dandenong VIC 3175,2.71
470,P.S. Hobson Nursing Home,3355,,Public,,
470,P.S. Hobson Nursing Home,3355,,Private,,
222,Park Lane Croydon,3136,Maroondah Hospital,Public,1-15 Davey Drive Davey VIC 3135,2.26
222,Park Lane Croydon,3136,Marie Stopes International Maroondah,Private,415 Dorset Road Maroondah VIC 3136,1.81
353,Parkdale Aged Care,3195,Como Private Hospital,Private,152-156 Como Parade Kingston VIC 3195,0.4
353,Parkdale Aged Care,3195,Kingston Centre,Public,400 Warrigal Road Heatherton VIC 3202,2.79
482,Parkland House Hostel,3379,East Grampians Health Service (Willaura),Public,21 Delacombe Way Willaura VIC 3379,1.39
482,Parkland House Hostel,3379,Ballarat Day Procedure Centre,Private,1117-1123 Howitt Street Ballarat VIC 3355,58.31
571,Parkvilla Aged Care Facility,3616,Tatura Public Hospital,Public,64-68 Park Street Tatura VIC 3616,0.03
571,Parkvilla Aged Care Facility,3616,Shepparton Private Hospital,Private,20 Fitzgerald Street Fitzgerald VIC 3630,11.7
434,Penshurst Nursing Home,3289,Penshurst & District Memorial Hospital,Public,146 Cobb Street Penshurst VIC 3289,0.89
434,Penshurst Nursing Home,3289,St John of God Warrnambool Hospital,Private,136 Botanic Road Warrnambool VIC 3280,35.5
261,Polish Retirement Home,3153,Wantirna Health,Public,251 Mountain Highway Wantirna VIC 3152,2.58
261,Polish Retirement Home,3153,The Melbourne Eastern Private Hospital,Private,153-159 Scoresby Road Knox VIC 3155,0.42
151,Prague House,3101,Caritas Christi Hospice Ltd,Public,104 Kooyong Road Kew VIC 3101,0.97
151,Prague House,3101,St Vincent's Private Hospital Kew,Private,5 Studley Avenue Boroondara VIC 3101,0.51
530,Princes Court Homes Hostel,3500,Mildura Health Private Hospital,Private,220-228 Thirteenth Street Mildura VIC 3500,0.63
530,Princes Court Homes Hostel,3500,Mildura Base Hospital,Public,216-240 Ontario Avenue Mildura VIC 3500,0.66
337,Princeton View,3187,Calvary Health Care Bethlehem,Public,476-482 Kooyong Road Kooyong VIC 3162,2.13
337,Princeton View,3187,Epworth Rehabilitation Brighton,Private,85-93 Wilson Street Bayside VIC 3186,0.98
720,Prom Country House,3960,South Gippsland Hospital (Foster),Public,83 Station Road Foster VIC 3960,0.11
720,Prom Country House,3960,Maryvale Private Hospital,Private,286 Maryvale Road Latrobe VIC 3840,32.75
460,Queen Elizabeth Centre (Steele Haughton Unit),3350,St John of God Ballarat Hospital,Private,101 Drummond Street Ballarat VIC 3350,0.5
460,Queen Elizabeth Centre (Steele Haughton Unit),3350,"Queen Elizabeth Centre, The (Ballarat QEC)",Public,102 Ascot Street Ascot VIC 3350,0.04
469,Queen Elizabeth Village Hostel (W.B. Messer),3355,Ballarat Day Procedure Centre,Private,1117-1123 Howitt Street Ballarat VIC 3355,0.64
469,Queen Elizabeth Village Hostel (W.B. Messer),3355,Ballarat Hospital,Public,1 Drummond Street Drummond VIC 3350,2.11
508,R. M. Begg Kyneton Aged Care,3444,Ballan District Health & Care,Private,33 Cowie Street Moorabool VIC 3342,27.28
508,R. M. Begg Kyneton Aged Care,3444,Kyneton District Health Service,Public,7-25 Fenaughty Drive Kyneton VIC 3444,0.59
501,Rainbow Bush Nursing Home Annexe,3424,Mildura Base Hospital,Private,216-240 Ontario Avenue Mildura VIC 3500,118.74
501,Rainbow Bush Nursing Home Annexe,3424,West Wimmera Health Service (Rainbow),Public,2 Swinbourne Avenue Rainbow VIC 3424,0.03
500,Rainbow Bush Nursing Hospital Hostel,3424,Mildura Base Hospital,Private,216-240 Ontario Avenue Mildura VIC 3500,118.73
500,Rainbow Bush Nursing Hospital Hostel,3424,West Wimmera Health Service (Rainbow),Public,2 Swinbourne Avenue Rainbow VIC 3424,0.04
696,Ranelagh Gardens,3930,Frankston Radiation Oncology Centre,Private,26 Frankston-flinders Road Frankston VIC 3199,2.6
696,Ranelagh Gardens,3930,Frankston Hospital,Public,2 Hastings Road Frankston VIC 3199,2.61
599,Rangeview Private Nursing Home,3677,Northeast Health Wangaratta,Public,35-47 Green Street Wangaratta VIC 3677,1.63
599,Rangeview Private Nursing Home,3677,Wangaratta Private Hospital,Private,134-150 Templeton Street Wangaratta VIC 3677,1.89
231,Regis Armadale,3143,Caulfield General Medical Centre,Public,260 Kooyong Road Caulfield VIC 3162,1.48
231,Regis Armadale,3143,Marie Stopes International East St Kilda,Private,338 Dandenong Road Dandenong VIC 3183,0.44
205,Regis Blackburn,3130,Bellbird Private Hospital,Private,198 Canterbury Road Whitehorse VIC 3130,0.83
205,Regis Blackburn,3130,Box Hill Hospital,Public,8 Arnold Street Arnold VIC 3128,1.96
335,Regis Brighton,3186,Mandometer Brighton,Private,412-414 Bay Street Bayside VIC 3186,0.18
335,Regis Brighton,3186,Calvary Health Care Bethlehem,Public,476-482 Kooyong Road Kooyong VIC 3162,0.89
725,Regis Cranbourne,3977,Cranbourne Integrated Care Centre,Public,140-154 Sladen Street Cranbourne VIC 3977,1.69
725,Regis Cranbourne,3977,Peninsula Private Hospital,Private,525 Mcclelland Drive Frankston VIC 3910,6.78
317,Regis Dandenong North,3175,"Queen Elizabeth Centre, The",Public,37-53 Thomas Street Thomas VIC 3174,1.69
317,Regis Dandenong North,3175,South Eastern Private Hospital,Private,313-329 Princes Highway Princes VIC 3174,0.94
233,Regis East Malvern,3145,Caulfield General Medical Centre,Public,260 Kooyong Road Caulfield VIC 3162,2.44
233,Regis East Malvern,3145,Malvern Private Hospital,Private,3-9 Bryson Crescent Stonnington VIC 3145,0.72
94,Regis Fawkner,3060,Dorset Rehabilitation Centre,Private,146 Derby Street Moreland VIC 3044,1.5
94,Regis Fawkner,3060,Broadmeadows Health Service,Public,35-57 Johnstone Street Jacana VIC 3047,3.28
367,Regis Frankston,3199,Frankston Hospital,Public,2 Hastings Road Frankston VIC 3199,0.84
367,Regis Frankston,3199,Bayside Day Procedure and Specialist Centre,Private,141 Cranbourne Road Frankston VIC 3199,0.07
137,Regis Macleod,3085,Heidelberg Endoscopy and Day Surgery Centre,Private,177-179 Northern Road Banyule VIC 3081,1.38
137,Regis Macleod,3085,Bundoora Extended Care Centre,Public,1231 Plenty Road Bundoora VIC 3083,1.75
204,Regis Milpara Lodge,3130,Box Hill Hospital,Public,8 Arnold Street Arnold VIC 3128,1.5
204,Regis Milpara Lodge,3130,Bellbird Private Hospital,Private,198 Canterbury Road Whitehorse VIC 3130,1.05
528,Regis Ontario,3500,,Private,,
528,Regis Ontario,3500,,Public,,
211,Regis Ringwood,3134,Maroondah Hospital,Public,1-15 Davey Drive Davey VIC 3135,1.56
211,Regis Ringwood,3134,Eastside Endoscopy Centre,Private,33 Wantirna Road Maroondah VIC 3134,0.32
714,Regis Rosebud,3940,Rosebud Hospital,Public,1527 Pascoe Road Pascoe VIC 3940,0.63
714,Regis Rosebud,3940,Rosebud SurgiCentre,Private,1537 Pine Road Pine VIC 3940,0.63
344,Regis Sandringham,3191,Linacre Private Hospital,Private,12-16 Linacre Road Bayside VIC 3188,0.94
344,Regis Sandringham,3191,Sandringham & District Memorial Hospital,Public,191-193 Bluff Road Sandringham VIC 3191,0.59
186,Regis Shenley Manor,3124,O'Connell Family Centre,Public,6 Katamatite-nathalia Road Canterbury VIC 3126,1.41
186,Regis Shenley Manor,3124,Vision Day Surgery Camberwell,Private,25-27 Mathoura Road Boroondara VIC 3123,0.5
527,Regis Sunraysia,3500,,Public,,
527,Regis Sunraysia,3500,,Private,,
416,Residential Aged Care - Multipurpose Service,3233,Otway Health,Public,75 Mclachlan Street Mclachlan VIC 3233,0.03
416,Residential Aged Care - Multipurpose Service,3233,Epworth Geelong,Private,1 Epworth Place Epworth VIC 3216,51.94
503,Riddell Gardens Aged Care,3429,Goonawarra Day Hospital,Private,11 Dornoch Drive Hume VIC 3429,2.23
503,Riddell Gardens Aged Care,3429,Sunbury Day Hospital,Public,7 Macedon Street Sunbury VIC 3429,1.41
540,Riverside Campus Residential Aged Care,3549,Mildura Health Private Hospital,Private,220-228 Thirteenth Street Mildura VIC 3500,45.16
540,Riverside Campus Residential Aged Care,3549,"Robinvale District Health Services, Robinvale",Public,128-132 Latje Road Robinvale VIC 3549,0.53
178,Riverside House,3121,Caritas Christi Hospice Ltd,Public,104 Kooyong Road Kew VIC 3101,0.69
178,Riverside House,3121,The Melbourne Clinic,Private,130 Church Street Yarra VIC 3121,0.72
522,Riverview Aged Care,3480,Bendigo Day Surgery,Private,1-7 Chum Street Chum VIC 3555,76.74
522,Riverview Aged Care,3480,East Wimmera Health Service (Donald),Public,1A Aitken Avenue Donald VIC 3480,0.29
539,Robinvale Multi-Purpose Service,3549,Mildura Health Private Hospital,Private,220-228 Thirteenth Street Mildura VIC 3500,45.6
539,Robinvale Multi-Purpose Service,3549,"Robinvale District Health Services, Robinvale",Public,128-132 Latje Road Robinvale VIC 3549,0.04
402,Roccoco Aged Care Facility,3219,The Geelong Clinic,Private,94-102 Townsend Road Townsend VIC 3219,0.53
402,Roccoco Aged Care Facility,3219,University Hospital Geelong,Public,272-322 Ryrie Street Geelong VIC 3220,2.86
556,Rochester and District Hostel,3561,St John of God Bendigo Hospital,Private,133-145 Lily Street Lily VIC 3550,36.56
556,Rochester and District Hostel,3561,Rochester and Elmore District Health Service,Public,1 Pascoe Street Rochester VIC 3561,0.16
575,Rodney Park Residential Aged Care Service (Hakea Lodge),3629,Shepparton Hospital,Public,2-48 Graham Street Shepparton VIC 3630,3.36
575,Rodney Park Residential Aged Care Service (Hakea Lodge),3629,Shepparton Private Hospital,Private,20 Fitzgerald Street Fitzgerald VIC 3630,3.81
133,Rosanna Views Residential Aged Care Facility,3084,Heidelberg Endoscopy and Day Surgery Centre,Private,177-179 Northern Road Banyule VIC 3081,1.06
133,Rosanna Views Residential Aged Care Facility,3084,Mercy Hospital for Women,Public,163 Studley Road Heidelberg VIC 3084,1.77
58,Rosary Home,3038,Keilor Private,Private,12A Kennedy Street Brimbank VIC 3036,1.22
58,Rosary Home,3038,Sunshine Hospital,Public,176-190 Furlong Road Furlong VIC 3021,2.96
730,Rose Lodge,3995,Peninsula Private Hospital,Private,525 Mcclelland Drive Frankston VIC 3910,38.51
730,Rose Lodge,3995,Bass Coast Health,Public,235 Graham Street Wonthaggi VIC 3995,0.7
611,Rosebank Hostel,3717,Yea and District Memorial Hospital,Public,45 Station Street Yea VIC 3717,0.06
611,Rosebank Hostel,3717,Euroa Health Inc,Private,36 Kennedy Street Strathbogie VIC 3666,32.23
612,Rosebank Nursing Home,3717,Yea and District Memorial Hospital,Public,45 Station Street Yea VIC 3717,0.37
612,Rosebank Nursing Home,3717,Euroa Health Inc,Private,36 Kennedy Street Strathbogie VIC 3666,32.27
709,Rosebrook Aged Care,3939,Rosebud SurgiCentre,Private,1537 Pine Road Pine VIC 3940,2.11
709,Rosebrook Aged Care,3939,Rosebud Hospital,Public,1527 Pascoe Road Pascoe VIC 3940,2.07
283,Rosstown Community,3163,,Private,,
283,Rosstown Community,3163,,Public,,
453,Royal Freemasons Bacchus Marsh,3340,Djerriwarrh Health Services (Bacchus Marsh),Public,29-35 Grant Street Grant VIC 3340,1.37
453,Royal Freemasons Bacchus Marsh,3340,Ballan District Health & Care,Private,33 Cowie Street Moorabool VIC 3342,12.43
463,Royal Freemasons Ballarat,3350,St John of God Ballarat Hospital,Private,101 Drummond Street Ballarat VIC 3350,2.6
463,Royal Freemasons Ballarat,3350,Ballarat Hospital,Public,1 Drummond Street Drummond VIC 3350,2.56
597,Royal Freemasons Benalla,3672,Wangaratta Private Hospital,Private,134-150 Templeton Street Wangaratta VIC 3677,23.5
597,Royal Freemasons Benalla,3672,Benalla Health,Public,47-63 Coster Street Benalla VIC 3672,0.96
554,Royal Freemasons Bendigo,3555,Bendigo Health (Anne Caudle),Public,100A Barnard Street Bendigo VIC 3550,3.14
554,Royal Freemasons Bendigo,3555,Bendigo Day Surgery,Private,1-7 Chum Street Chum VIC 3555,1.9
254,Royal Freemasons Centennial Lodge,3152,The Melbourne Eastern Private Hospital,Private,153-159 Scoresby Road Knox VIC 3155,0.85
254,Royal Freemasons Centennial Lodge,3152,Wantirna Health,Public,251 Mountain Highway Wantirna VIC 3152,1.62
1,Royal Freemasons Coppin Centre,3004,The Alfred,Public,55 Commercial Road Melbourne VIC 3004,0.18
1,Royal Freemasons Coppin Centre,3004,Vision Laser St Kilda Road,Private,600-602 Whitehorse Road Whitehorse VIC 3004,0.24
310,Royal Freemasons Darvall Lodge,3174,"Queen Elizabeth Centre, The",Public,37-53 Thomas Street Thomas VIC 3174,1.5
310,Royal Freemasons Darvall Lodge,3174,Noble Park Endoscopy Centre,Private,1304 Heatherton Road Heatherton VIC 3174,1.37
195,Royal Freemasons Elizabeth Gardens,3125,Delmont Private Hospital,Private,298-308 Warrigal Road Boroondara VIC 3146,0.12
195,Royal Freemasons Elizabeth Gardens,3125,Box Hill Hospital,Public,8 Arnold Street Arnold VIC 3128,3.2
193,Royal Freemasons Elizabeth Gardens Hostel,3125,Box Hill Hospital,Public,8 Arnold Street Arnold VIC 3128,3.2
193,Royal Freemasons Elizabeth Gardens Hostel,3125,Delmont Private Hospital,Private,298-308 Warrigal Road Boroondara VIC 3146,0.12
545,Royal Freemasons Flora Hill,3550,Bendigo Health (Anne Caudle),Public,100A Barnard Street Bendigo VIC 3550,1.42
545,Royal Freemasons Flora Hill,3550,St John of God Bendigo Hospital,Private,133-145 Lily Street Lily VIC 3550,1.63
4,Royal Freemasons Footscray Aged Care,3011,Orygen Inpatient Unit,Public,10 Mavis Street Footscray VIC 3011,0.33
4,Royal Freemasons Footscray Aged Care,3011,Western Gastroenterology Services,Private,30 Eleanor Street Maribyrnong VIC 3011,0.36
41,Royal Freemasons Gregory Lodge,3031,Royal Melbourne Hospital (Royal Park Campus),Public,34-56 Poplar Road Parkville VIC 3052,1.3
41,Royal Freemasons Gregory Lodge,3031,Diaverum North Melbourne Dialysis Clinic,Private,185 Boundary Road Melbourne VIC 3051,0.78
660,Royal Freemasons Moe,3825,Latrobe Regional Hospital,Public,10 Village Avenue Traralgon VIC 3844,11.83
660,Royal Freemasons Moe,3825,Maryvale Private Hospital,Private,286 Maryvale Road Latrobe VIC 3840,9.01
299,Royal Freemasons Monash Gardens,3170,Monash Medical Centre (Clayton),Public,246 Clayton Road Clayton VIC 3168,3.14
299,Royal Freemasons Monash Gardens,3170,The Victorian Rehabilitation Centre,Private,499 Springvale Road Monash VIC 3150,1.86
707,Royal Freemasons Mount Martha Valley,3936,Rosebud Hospital,Public,1527 Pascoe Road Pascoe VIC 3940,5.9
707,Royal Freemasons Mount Martha Valley,3936,Rosebud SurgiCentre,Private,1537 Pine Road Pine VIC 3940,5.95
674,Royal Freemasons Sale,3850,Central Gippsland Health Service (Sale),Public,155 Guthridge Parade Sale VIC 3850,2.12
674,Royal Freemasons Sale,3850,Heyfield Hospital Incorporated,Private,14-16 Licola Road Wellington VIC 3858,17.04
54,Royal Freemasons Springtime-Sydenham,3037,Sunshine Hospital,Public,176-190 Furlong Road Furlong VIC 3021,5.96
54,Royal Freemasons Springtime-Sydenham,3037,Sydenham Day Surgery,Private,566 Melton Highway Brimbank VIC 3037,0.52
485,Rupanyup District Nursing Home,3388,West Wimmera Health Service (Rupanyup),Public,89-91 Cromie Street Rupanyup VIC 3388,0.02
485,Rupanyup District Nursing Home,3388,Bendigo Day Surgery,Private,1-7 Chum Street Chum VIC 3555,90.9
715,Rye Sands,3941,Rosebud SurgiCentre,Private,1537 Pine Road Pine VIC 3940,3.18
715,Rye Sands,3941,Rosebud Hospital,Public,1527 Pascoe Road Pascoe VIC 3940,3.23
328,Sacred Heart Community,3182,The Alfred,Public,55 Commercial Road Melbourne VIC 3004,1.48
328,Sacred Heart Community,3182,St Kilda Day Hospital,Private,26A Dickens Street Dickens VIC 3184,0.6
239,Samarinda Ashburton Aged Services Inc,3147,O'Connell Family Centre,Public,6 Katamatite-nathalia Road Canterbury VIC 3126,3.57
239,Samarinda Ashburton Aged Services Inc,3147,Glen Iris Private,Private,314 Warrigal Road Boroondara VIC 3146,0.64
624,San Carlo Homes for the Aged,3752,Bundoora Extended Care Centre,Public,1231 Plenty Road Bundoora VIC 3083,3.73
624,San Carlo Homes for the Aged,3752,Northpark Private Hospital,Private,10 Greenhills Road Whittlesea VIC 3083,2.95
373,Sandhurst Aged Care,3201,Chelsea Heights Day Surgery & Endoscopy,Private,93 Wells Road Kingston VIC 3196,4.67
373,Sandhurst Aged Care,3201,Frankston Hospital,Public,2 Hastings Road Frankston VIC 3199,5.25
319,Scottvale Aged Care,3175,The Digestive Health Centre,Private,90 David Street David VIC 3175,0.84
319,Scottvale Aged Care,3175,Dandenong Hospital,Public,135 David Street Dandenong VIC 3175,0.95
590,Seymour Health Nursing Home- Barrabill House,3660,,Private,,
590,Seymour Health Nursing Home- Barrabill House,3660,,Public,,
544,Simpkin House,3550,Bendigo Health (Anne Caudle),Public,100A Barnard Street Bendigo VIC 3550,0.54
544,Simpkin House,3550,St John of God Bendigo Hospital,Private,133-145 Lily Street Lily VIC 3550,1.05
474,Skipton Nursing Home,3361,Ballarat Day Procedure Centre,Private,1117-1123 Howitt Street Ballarat VIC 3355,27.66
